id	tweet	subtask_a	value
1465316484880625673	@USER  @USER මේ වගේ දෙවල් ශෙයාර් කරල මිනිස්සු හරි හමන් දැනීමක් නැතුව මේක කරන්න ගිහින් වෙන අනතුරු වලට වගකියන්නේ උඹේ බාප්පද?? ගොන් වැඩ කරන්න එපා යකො. ඔච්චරම පු**අමාරුවනම් උඹ ට්‍රයි කරල බලපන්. අපේ ප්ලීස් මචන් ම්, එක පාරක් ට්‍රයි කරපන්.	OFF	{'ගොන්', 'උඹේ'}
1233270904244899840	@USER  @USER අනෙ බොල මං කියන්නැ තොට	NOT	
724395667712446469	"""එක පිරිමියෙකු ඉල්ලලා පාරේ 'කුණුහරුප කියන් ගහා ගන්නා' අපේ මෝඩ අක්කාලා ගේ වැඩ කැලි ටික හොරෙන් කැමරාවක සටහන් කරගනී"" URL"	NOT	
1381901645831757824	නීතී නෑ රණ්ඩු නෑ කෝල් නෑ මැසේජ් නෑ  තනිකඩ ජීවීතේ පට්ට බං	NOT	
1038768908562391052	@USER  @USER හිනා උනේ පකෝ වරෙන් ඒක හාන්න	OFF	{'පකෝ'}
1061991056999239680	@USER තොට හොඳ වැඩේ... සාදු සාදු...	NOT	
1215499447830032385	@USER  @USER පෝය ලංඋනාම ඔහොම වෙනවා වැඩි ..මොකද පිස්සා හිතන්නෙ ඌට නෙවෙයි අනිත් එකාට පිස්සු කියලා ..	NOT	
1199715303099256832	@USER System එක වෙනස් වෙමින් පවතී	NOT	
871709868905910272	@USER  @USER    අනේ ඉතින් උඹලාගේ කැත හිත...බලහං ඉතින් ඇඳක් දැක්කොත් උඹල හිතන්නෙ වෙන මොකක් හරි...අසහනේ	NOT	
1182307204831031297	මොනවා වුනත් පොහොට්ටුවොන්ට වඩා සූක්ෂම සෙට් එකක් සජිත් වටේ ඉන්නවා  පොහොට්ටුවෝ ශ්‍රී මඛය පට්ට ගහද්දී, පුතාණෝ ප්‍රසිද්ධියෙ සමාව අරං උඩ එනවා ඉරාජ් මාස ගානක් කියවලා ගෑණු ඇඳුනුත් ඇඳලා දාපු වීඩියෝ එක බලද්දී සජිත්ගෙ ඇඩ් ප්ලේ වෙනවා  එහෙමයි කියලා ඔය  එකකටවත් මගෙ ඡන්දෙ නෑ #lka #PressPollSL	NOT	
894259986942918656	ලංකාව තුළ මෝඩ දේශපාලනඥයින් නොමැති අතර ඇත්තේ නූගත් දේශපාලනඥයින් පමණි	NOT	
1365704597063442434	@USER හරි සම්බන්ධ කට්ටිය කවුද කියන්නකෝ	NOT	
1441785167044124672	ඇයි යකෝ අනික් සත්තු නැට්ට ගලවලා තියලාද මැරෙන්නේ? Yoooo @USER  · 25 Sep 2021 ප්‍රතික්ශෙපවීම් නම් මොනවද බන්  නැට්ට පිටින් අලිත් මැරෙන්නෙ	NOT	
732608492368842752	චන්ද්‍රිකා  යුද්ධයෙන් 75% ඉවර  කළ අයුරු .. 3:) 3:) 3:) (බැල්ලි ) URL	OFF	{'බැල්ලි'}
1087376804430602240	@USER  @USER කොහොමවත් නෑ.. මම දන්නවනෙ ඒකිගෙ තොට තියෙන ආදරේ..	NOT	
878049571271622656	@USER  @USER මාර බැල්ලි නේහ්. ඌ ලයිකා වගේ නේ	NOT	
1181834973428404224	යකෝ Fitness & Fashion වලටනෙ අඩුම votes. මුන් fit එකේ ඉන්න ලස්සනට පෙනුමට අඳින්න කරන්න ඉගෙනගන්න අසා නැද්ද. Rathumakara FM @USER  · 5 Oct 2019 අලුත්ම අලුත් ප්‍රෝගෑම් එකකට ඔයාලා කැමති ටොපික් එකකට vote කරමුද? ඒ ගැන ලස්සන ප්‍රොගැම් එකක් කරන්න පුලුවන් එතකොට #රතුමකරාFM එකේ අපේ අලුත්ම ප්‍රසන්ටර්ස්ලට.  Let's vote for a topic for a new program conducted by our new presenters at #RathumakaraFM. Show this poll	NOT	
944606622113939456	@USER ජාකෝලිස් හදපු නැකතක් කොහෙද ලේසියෙන් වරදින්නෙ   දැන් චුට්ටකට කලින් ඒ කෑල්ල බැලුවේ	NOT	
1389205230890274824	ඔයාගෙ යෝනිය ගැන මං දන්නෑ.. හැබැයි මේ කරන කැත වැඩේට අහු උනොත් ගුද මාර්ගෙනම් පලනවා අම්මපා..fuk _Heshu_ @USER  · 3 May 2021 හායි guys කොහොමද ඔයාලට.. බලමු මගේ යෝනියට කරන්න පුලුවන් දේවල් මොනාද කියලා	OFF	{'ගුද', 'මාර්ගෙනම්', 'පලනවා'}
1188847229424947200	@USER අනේ මේ පයිය.කට වහන් හිටු	OFF	{'පයිය'}
1137378811098484736	@USER  @USER ෆෝන් එක ඔබ ඔබා ඉන්නෙ නැති එකක් දැක්කමද මංදා. ඒකෙත් පස්ස පේන්නෙ.	NOT	
1133368618828279809	නෙදකින්, මේ වගේ පොන්න නායකයෝ මේ රට පාලනය කරන කාලෙම අපිටත් ඉන්න උනානේ.   කොහොමද අන්තවාදී බල්ලොන්ට, තියන බය, දෙන සැලකිල්ල ? #lka Dinuk @USER  · 28 May 2019 නැගෙනහිර පළාත් ආණ්ඩුකාර එම්.එල්.ඒ.එම් හිස්බුල්ලා ත්‍රිකුණාමලය,මඩකලපුව හා අම්පාර යන දිස්ත්‍රික්කයන්හි දිස්ත්‍රික් සම්බන්ධිකරණ කමිටුවල සම සභාපතිවරයා ලෙස ජනාධිපති මෛත්‍රිපාල සිරිසේන මහතා විසින් පත්කරණු ලැබ තිබෙනවා. #SriLanka #lka	OFF	{'නායකයෝ', 'පොන්න', 'අන්තවාදී', 'බල්ලොන්ට'}
1197210685278769158	සුනිල්ටයි අම්මටයි පට්ට මහන්සි ඇති නේ ... පඩිපෙල්ම කීයක් නැගගද?	NOT	
1164509759682351104	පුක කියන්නෙත් හොද මාර්කටින් ස්ට්‍රැජික් එකක් තමයි	OFF	{'පුක'}
1140974544708079621	@USER ඔයින් මොගන්  යකෝ ඌ දැක්කා නම් අපරාදේ 148 ගැහුවේ කියලා හිතෙයි...	NOT	
1304123955603746817	දුලාජ්ගෙ කඩ්ඩ තමා කඩ්ඩ. එ්ක වලියකට, අාතල් එකකට, සිරා කේස් එකකට, ඔ්න මඟුලකට ගැලපෙනවා අයිසෙ  @USER  ගේ කඩ්ඩ #appreciationtweet	NOT	
1089761108985069569	@USER ඩාලින් මම ඔයාටත් ෆේස් ස්ක්‍රබ් එකක් අරම් දෙන්නම් දත් මදින්න.	NOT	
1343933053270327297	@USER ඔයාලටත් ඕක තමා ලොකුවට පේන්නෙ. ඔය නිව්ස් එක telecast කරනවනම් රෙදි නැතුව කියන්න.	NOT	
628192992004681728	කුරුණෑගල මහිංද රාජපක්ශ කාර්යාලය තුලදී පිස්තෝලයක් සමග හමු වූ සැක කටයුතු පුත්ගලයා පිලිඹද තොරතුරු කු/ගල පොලිසියට වාර්ථාවී නැත. එහෙත් එම 1/2	NOT	
868588921302560768	ඈත්ත කියනකොට මලපනිනවා නේද ප්‍රිසෙන්ටර් පකෝ URL	OFF	{'පකෝ'}
934752755956064256	@USER නෑ අපෙ ගමෙ පංසලෙන්...ගෙනත්  දාල ඉතුරු උනු ස්වීට් ලොං ලස් බැල්ලි පැට්ටියෙක්...	NOT	
1051749065422188544	80.  නොදකින්  IMDb ratings තිබ්බට මට නම් මේක සෙට් නෑ .. අමු ගොබ්බයි  — watching Moana	OFF	{'අමු', 'නොදකින්', 'ගොබ්බයි'}
1194054007494303744	@USER මේවා කාගෙ එකවුන්ට් එකටද දාන්නෙ	NOT	
878204902803070976	අපේ බල්ලා ජාත්‍යන්තරයට ගොස් ට්‍රෙන්ඩ් වූ වගයි  #apeballa	NOT	
1120690423993733125	@USER බුර්කාව ඉවත් කරන්නට කලින් දේශීය අන්තවාදීන්ට පණ පොවන දේශපාලන නරින්ගේ බැටලු හම ඉවත් කල යුතුයි	OFF	{'නරින්ගේ', 'අන්තවාදීන්ට'}
1183970587338625030	@USER අනේ පලයං පකෝ යන්න ගෝඨාභය ජනාධිපති උනාම උබ කොරයි  fb. ට්විටර් එකෙනුයි අපි දන්නවා ජෙප්පොන් හැටී අමුඩ ගහගෙනත් කොලබ ආවේ රනිල් ආවාම සද්ද නැතුව ඉන්න ලැට් එකේදි සල්ලි ගත්තේ තොපි නැත්නම් මෙරට මෙලහකට දියුණු රටක් කිසිම ආන්ඩුව වකට කරන්න දෙන්නේ නෑ රනිල් කපටි නිසා සල්ලි වලන් නීෂ්ශබ්ද කලා	OFF	{'තොපි', 'පකෝ', 'පලයං'}
618126508213735424	රෑට නින්දයන්නේ නෑ උදේට ඇහැරෙන්න බෑ.. මොන රෙද්දක්ද යකෝ මේක ?	OFF	{'රෙද්දක්ද'}
1034372047529422848	යකාගෙ ටෙස්ට් යකෝ මෙව්වා ඊයේ රෑ 8ට කාලා අද දවල් 1වෙන්කන් වතුර උගුරක් නැතුව තියා ගත්තා මාව වෙව්ලුව විතරයි මතක අන්ට්ජිමට කලන්තෙ හැදිලා දැන් තමා මේ සිහිය ඇවිත් ජූස් එකක් බීල බත් ටිකක් කෑවෙ.......ඇගට පන නෑ	NOT	
1271100523790254085	ඉතින් කොහොමද කියපල්ලකෝ කෙල්ලෝ විස්වාස කරන්නේ.  යකෝ එච්චර උදව් කරපු, එච්චර තමන්ට ආදරේ කරපු කොල්ලව මරවන්න තරම් මේ ගෑණි කොච්චර පාහරයිද.  මම මේ වගේ සීන් එකක් දැකලා තියනවා මම ඉස්සරහම මගේ යාලුවගේ කෙල්ල ඒකී ලව් කරපු හොර කොල්ලාට කියලා ඌට ගැස්සුවා. මමයි බේර ගත්තේ. නොදකින් මෙහෙම උන් නම්	OFF	{'පාහරයිද', 'නොදකින්'}
751722646035795969	ඒකි මට බූට තිවුව කාලෙ ඉදලම ලංකාවෙ ටීම් එකටත් හෙනහුරා..සංගා මහෙල රිටයර් උනා,වර්ල්ඩ් කප් ෆයිනල් නෑවිත් කෑව..කනව කනව... URL	NOT	
1443166708978491393	@USER පුංචි අපෙනුත් සුභ පැතුම !!	NOT	
610911493706485763	"@USER  මාධ්‍යවේදීන් ""අයිසෙ "" කියලා අහගන්න මොනවටද දත් දොස්තරලා පස්සේ යන්නේ මේ අය‍ට කිසිම මාධ්‍ය ප්‍රචාරයක් දෙන්න එපා"	NOT	
785847809874522113	@USER ටහුඩු ඒ බොරුව කවුද කිව්වෙ ඔයාට ?	NOT	
1349270746804191237	@USER පොන්න පකෙක්.  අපී මෙහේ සීතලට අදින ඇදුම් .ගිනි ගහන රස්නේ මේ මීහරකා යටට ඇදලා බිජ්ජ halfboill වෙලා ඇතී	OFF	{'පකෙක්', 'පොන්න', 'මීහරකා', 'බිජ්ජ'}
641622623084937217	මොකද බං අර සින්දුවක් කියපු කෙල්ලෙක්ට මේ හුජ්ජ කොල්ලො මෙච්චර බනින්නෙ...? ඒ කෙල්ල කරපු වරද මොකක්ද...? මට නම්... URL	OFF	{'හුජ්ජ'}
1324245972256350208	@USER විහිලු සපයනවා විතරයි  @USER	NOT	
1442336046293815301	වැක්සීන් එක ගහගනිං කැත හූනෝ!	OFF	{'කැත'}
981913113346768896	@USER අනේ ඌකාපන් බන් ...	OFF	{'ඌකාපන්'}
839028080156934144	@USER ටහුඩු මතකයි මතකයි ඕව ගන්න තරං අපි මහේසාක්‍ය නෑ අයියා.	NOT	
941668066420813824	@USER හාම්පුතා ටද බැල්ලි ටද ?	OFF	{'බැල්ලි'}
895648396869906436	@USER  @USER නාකි ජෝඩුවක් මතක් වෙනව බම් මේ කෝලම් දැක්කම	OFF	{'නාකි'}
695133737390977024	ඔය ඉංගිරිසි නම් තියන අපේ කලු සුද්දන්ගේ මි මුත්තො,මුත්තියො එක්කො සුද්දට රෙද්ද උස්සලා තියනවා. නැත්නම් සිංහලයව පාවලා දීලා තියෙනවා කවදාක හරි.	NOT	
1438739896965926912	@USER  @USER මමත් හැමදාම කියන කතාව. නාකි සෙට් එක ගන්න දෙයක් නෑ. තරුණ කියන උන් ටික ඊට වඩා ගන්න දෙයක් නෑ. රටින් යන්න හේතුවක් උනොත් වෙන්නෙ දැන් ඉන්න අය නෙවෙයි අනාගතේ රට බාරගන්න ඉන්න අය දැක්කම	NOT	
1133461018070249474	ඔව් ඉතින් උසාවි යනවා මද්‍රසා පාසල් වසන්න  කව්ද යකෝ හෙඩ්ලයින් එක විතරක් කියවලා පෝස්ට් හදන්නේ    JVP ඔයා හෙන චාටර් දැන්	OFF	{'හෙන', 'චාටර්'}
780047375712653314	@USER ටහුඩු මෙයා ඉංග්ලිශ් තලගොයෙක්ලු   @USER  @USER	OFF	
580310528066719744	බෑ මේම විදගන්ඩ තනියෙන්ම දුක හිර කරන්  මට හලිම පාලුයි මගේ රත්තලන්................. . . . . . . . . උදේ ඉදන් අම්ම... URL	NOT	
1463506186205073415	@USER  @USER ටහුඩු. මේ අර ඉස්සර නිවුස් කිව්ව කෙල්ල නෙ?	NOT	
998012236172935169	@USER ඒකි හිතන් ඉන්නේ ඒකිට වගේ මට ෆෝම් වෙනවා කියලා .පව් බන්.	NOT	
1282534821357588480	@USER තෝ ළමයෙක් හදපන් ඉසෙල්ලාම පපයා රනිල්	OFF	{'පපයා', 'තෝ'}
1444648582271832073	2/2  අනුන්ගෙ වැරැදි ගැනම හිත හිත ජීවත් වෙලා, අනුන්ගෙ වැරැදි ගැනම හිත හිත නාකි වෙලා, අනුන්ගෙ වැරැදි ගැනම හිත හිත මැරිලා යනවා...  අනුන් ගැන තරහෙන්ම ජීවත් වෙලා, අනුන් ගැන තරහෙන්ම නාකි වෙලා, අනුන් ගැන තරහෙන්ම මැරිලා යනවා...  කාලකණ්ණි ජීවිත!  මේ තාක් මාත් එවැනිම එක කාලකණ්ණියෙක්...	OFF	{'කාලකණ්ණි'}
615132700626808832	පට්ට අහ්හ්  සින්දුව අහන ගමන් පොඩි ලයික් එකකුත් දාල යන්නෝ Pawanyasara URL	NOT	
1049982594836652033	Headset එක ගෙදර අමතකවූ දවසක් කියන්නෙ කරුම දවසකි.. බස් එකේ එක එකාගේ ගොං ටෝක්ස් අසමින් බස් සින්දු වලට අකමැත්තෙන් ඇහුම්කන්දෙමින් එන්න වෙන එක අප්‍රසන්නයි.	NOT	
590201502930731008	"'නාතන් මෝඩයා  #askprisoner""ඉතා මෝඩ <3"	OFF	{'මෝඩ', 'මෝඩයා'}
1055849397592973312	මල්ලිගෙ උපන්දිනේට හෙට දෙන්න දෙයක් කල්පනා කර කර ඉද්දි ලොක්කා දුන්න සප්‍රායිස් එක නම් පට්ට..  රතිඤ්ඤා පෙට්ටියකින් ෂේප් උනෑකි   හැමිනේෂන් ourNation HappyBirthdayඒඅස්සේ	NOT	
1294631687041593344	"මේක නවන්න පට්ට ගේමක් දෙන්න ඕන. Farhan Nizamdeen @USER  · 15 Aug 2020 ගාල්ල - උඩුගම ප්‍රධාන මාර්ගයේ හොර වංගුව  Galle - Udugama main road ""Hora Wanguwa (Bend)"" #Galle #lka #Srilanka"	NOT	
678124313946497024	සිංහලෙ....  රනිල්ට, මොංගල් සිරට කඩෙ යන පර සක්කිලි හැත්ත. සිංහලෙ කියලා දාපුහාම තොපිට අපි පෙන්නෙ ජාති වාදියො වගෙ.... URL	OFF	{'හැත්ත', 'පර', 'තොපිට', 'සක්කිලි', 'මොංගල්'}
1449021892262723586	@USER පාලකයන් වෙනුවෙන් නීතිය නැමෙනව	NOT	
1078156813814632453	@USER පලයන් දොස්තර නෝනේ යන්ඩ	OFF	{'පලයන්'}
1303753016185696259	@USER හස්ත මෛතුන්‍යයේ යෙදෙන්න වෙන වැඩක් නැත්තං. නැත්තං ඔය හීට්ටෙකට ඔයා ස්වප්න මෛතුන්‍යයේ යෙදිල හෙන චොරයක් වෙලා නවතින්නෙ	NOT	
1403284151323611137	@USER අර බඩුව ආවට පස්සේ ද order කරපු	NOT	
726671124717703168	"""කවුද දන්නේ නෑ උසස් පෙළ විෂය නිර්දේශයට ගිරා සංදේශය දමපු හරකා - අධ්‍යාපන අමාත්‍යංශයේ ඉන්නේ ගොන්නු ගොඩක් "" - තමන්ගේ... URL"	OFF	{'ගොන්නු', 'හරකා'}
1222161988542840832	@USER ,  @USER  @USER ලොවට හොරා යූ එන් පීයට හෝ ජ වි පෙ ට  පුක දෙන සොහොයුරෙක්	OFF	{'පුක'}
1228639699570438144	@USER  @USER ගබ්සාව නීතිගත කරන්න බැරි නම් ඒක පවුකාර කමක් නම්... Single parent concept එකට තැනක් තියෙන්න ඕන..   නැත්නම් වෙන්නේ ඉපදෙන අහිංසකයාට අවජාතක ලේබලයක් ගහනවා විතරක් නෙවෙයි අර අහිංසක අම්මා ට වේ.... කියලා කියලත් කියනවා.	NOT	
1190640440535437312	ෆේස්බුක් එකෙන් අයින් උනා වගෙම දේශපාලන රෙද්ද වලිනුත් අයින් උනා කාලෙකට කලින්. මට දැන් හරි සනීපයි.  මිනිස්සු කියන්නෙ දේශපාලනික සත්තු ජාතියක්. පොර කුකුල්ලුත් එකෙක් මැරෙනකම් රන්ඩු කරන්නෙ...බල්ලො තමන්ගෙ ඒරියා එකේ හුජ්ජ කරන එකෙත් තියෙන්නෙ දේශපාලන ය. මන් ඉතින් පූසෙක්නෙ.	OFF	{'හුජ්ජ'}
1437447036291321858	@USER නියම කාලකන්නියෙක්.මු ප්‍රහාකරන් වගේ.	OFF	{'කාලකන්නියෙක්', 'මු'}
1422417489204482050	@USER විමර්ශන action වෙනු බලා සිටිමු	NOT	
810852405856256000	මිනිස්සුන්ව අපහසුතාවයට පත් කරන්න එපා බොල  Gayan Tharaka @USER  · 19 Dec 2016  @USER දැන් උස කීයද?	NOT	
1106123225795162112	එක එකා ඉපදෙද්දි හැලිච්ච කුප්පි පෝස්ට් දැකලම එපා වෙලා රෙද්ද	OFF	{'රෙද්ද', 'කුප්පි'}
1420010955455541249	මේ එකෙක්. වගේ කාලකන්නි සක්කිලි බල්ලෙක් මම ලංකාවේ දැකලා නෑ. බල්ලෙක් කියන්නත් බැ. බල්ලා මීට වැඩිය දහස් ගණනකින් හොදයි  :01 ,263 views	OFF	{'සක්කිලි', 'කාලකන්නි'}
830331542291546112	මේ වගේ වේස බල්ලො එල්ලන්න ඕන ################   කන්න දුන්නු අත හපා කෑ තවත් සුනඛයෙක්.  මූ නමින් අජිත් සුසන්ත, ඉන්නෙ... URL	OFF	{'සුනඛයෙක්', 'බල්ලො', 'වේස'}
568908167805075456	මේ වගේ සක්කිලි බල්ලො එපා බං මේ ලොකෙට URL	OFF	{'සක්කිලි', 'බල්ලො'}
801333244209852416	ආපෝ පයිය නැලූ  හම්මේ ආච්චී... ඔයා නම්ම්..:	OFF	{'පයිය'}
633504436489351168	@USER @USER  #මැ.කො. ඒ සින්දුව ලියපු එකාව හොයනවා අති බොල....!!	NOT	
841836055024230401	දැන් යකෝඑකක් hit කරන්න lip kiss එකක් හරි කෙල්ලෙක් රෙද්ද ගලවන්නම ඕනද ?මේවා trending #1 වෙන්න කරන වැඩද මන්ද  URL	NOT	
1017084018280427520	සිය පියාගේ මරණය අමතක කර දරුවන් බේරා ගන්නට මරු කටට ගිය වෛද්‍යවරයාගේ වීරක්‍රියාව URL	NOT	
973919596645240833	@USER මුලු මහත් සමාජය ඉදිරියේ විකටයන් වූ කල එය දරා ගත නොහැකි වූ හයපාලනයට;තමන් ආන්ඩුවට පත් වූයේ සමාජ ජාලා නිසා බවත් අමතක වී ඇත.	NOT	
1406454146908057606	@USER හරි බං එල... සංචරන සීමා තුල සංචරනය වෙනදට වඩා පහසු කල ඔබට හිස නමා අචාර කරන බව අප පොලීසියට මතක් කරමු	NOT	
615489175106629633	දිනු දේශය අනතුරේ යකෝ | සුනිල් රත්නායක තීන්දුවට විරුද්ධ අය රොෂාන් ද සිල්වා තීන්දුවට නිහඬ ඇයි? URL via  @USER	NOT	
878632650306576385	@USER  @USER සිකේ උඹේ කෑල්ල උඹ තියාගනින්	OFF	{'සිකේ', 'උඹ', 'උඹේ'}
1436235068628897814	රු.100 සම්බා රු.150ට රු. 80 සීනි රු.230ට යන්න දෙනවා. ඩඩ්ලිලා සජාඩ්ලා පට්ට ලාභ ගන්නවා. 'ස' පොඩි ෂෝ එකක් දාලා සම්බා රු.125ට සීනි රු.130ට බස්සනවා. ඩඩ්ලිලා සජාඩ්ලා සතුටින්. 'ස' කූට ව්‍යාපාරිකයන්ට පාඩමක් ඉගැන්නුවා කියලා බයියො සතුටින්. කොහොමද 'ස'ගේ ටිකිරි මොලේ. URL Wasantha Perera @USER  · 9 Sep 2021  සහල් මාෆියාවට ශොට් එකක් වැදුනා,   ගෝඨාභය සැර මදි කියූ අපේම ඈයෝ පෝලිමට එමු බලන්න.	OFF	
1192120573620391941	ගෑල්ලමයෙක් ඉන්නවා! ඒ ගෑල්ලමය මගේ අදුනන කෙල්ලෙක්ගේ යාලුවෙක්! ඉතින් මන් ඒ ගෑල්ලමය එක්ක චැට් කරද්දි ලොවෙත් ඒ ගෑල්ලමය මගේ යාලුවගේ මාර්ගෙන් දන්නවා හරකා එන්නේ කොරටුව කන්න තමා කියලා!   ඉතින් මට ඒ කොරටුව අයිති කරගන්න උපදෙස් ටිකක් දීපල්ලකෝ  මගේ ඉදිරි වැඩපිලිවල වෙන්න ඔනේ කෝමද කියලා?	NOT	
1031065569871585281	@USER අපිට කවුරුත් ගල ගහන්නෙ නෑ තවම කාන්චනා	NOT	
1463261199622041602	@USER එකපාරටම මොකෝ මේ. තාත්තා කප් එක පත්තු වුණානේ	NOT	
1448773250675187715	@USER බලන්ඩ දෙයක් නැහැ ඒකත් මැටි ලේඛයක්ම වෙන්ඩඇති	NOT	
1270172559024115712	@USER සරලව කිව්වොත් ඔව්! මොකද බල්ලෙක් වෙලා ඉපදෙන්න එක පවක් තමයි, මොකද මනුස්ස ආත්මයක් නෙවෙයි නේ හැබැයි ගෙදරක හැදෙන බල්ලා පින් කරලා තියනවා අනිත් පරෙ හැදෙන බල්ලොන්ට වඩා, මොකද එයාට කන්න ඉන්න ආදරය කරන්න කට්ටිය ඉන්නවා. ඒ වගේ තමා ඉතින් ආබාධිත උණත් මන් කියන්නේ මනුස්ස ආත්මයක් ලබන්න පින් ඇති!	NOT	
986065365271588865	@USER ඔයා තරන් වල් නෑ ඩාලින්...	NOT	
1114938131113889792	අක්කිලා පිං පාටයි...        ඇන්ටිලා පෙම් පාටයි...       නංගිලා ගොන් පාටයි.	OFF	{'ගොන්'}
919614660403388417	යකෝ මාත් කාලයක් උන්නා පස්සෙ ඔබලම ඇතිවෙල ඇප් එකම උගුල්ලම දැම්මා	NOT	
1263511349801467910	"@USER "" වේසි "" ඔයා වේසි කියල හඟවන්නේ කා හටද? ඒසේ කීම සදාචාරාත්මක නැති බව වැටහෙන්නෙ නැතිද.මේ ඔයාටත්.නංගියෙක් අක්කේ්ක් නැද්ද?ඇයි මේ වගේ ඒවා දාන්නෙ ? අනික කාන්තාවකට මුලින්ම ගරුකරන්න ඉගෙනගන්න.   මේ ඇති නේද..අහල අහල එපාවෙලා තියෙන්නෙ"	OFF	{'වේසි'}
1084509318555197440	අනේ හුකන්නෝ!!! ක්‍රිකට් ගහනව නම් ක්‍රිකට් ගහන් හිටපල්ලා පුක දීගෙන හැමිනෙන්නේ නැතුව...  තොපේ අම්මගේ රෙද්ද... කලු සල්ලි කිව්ව ගමන් ට්‍රිගර් වෙන ගොන් පකයො ටිකක් දාගෙන  ගහන මොන ක්‍රිකට් ද මේවා !	OFF	{'ගොන්', 'තොපේ', 'අම්මගේ', 'හුකන්නෝ!!!', 'රෙද්ද', 'පුක', 'හැමිනෙන්නේ', 'පකයො', 'දීගෙන'}
1416128141366530051	යකෝ අර Livingstone කාරයා දර පලනවනේ.පිස්සු ගැහිල්ලක්.	NOT	
1137299304874299392	@USER ගොවියා මඩ සෝදගන්නෙ රජ කමට වගේ? GIF	NOT	
1196325559116189696	@USER පයියට පයිය නොකියා අඹ ගහ වටග් නමක් කිවුවනං ඒක තමා ඒයි කුනුහරපෙ	OFF	{'පයිය', 'පයියට'}
1119978091902726145	@USER  @USER අනේ යකෝ තො කාලකන්නි ෆොටෝ ගහලා  මේකේ දාපන් තොගේ කෙරුවාව.තොපේ  අන්ඩුව කලින් ඉදන් දැනගෙන ඉදලා තියනවා මේ විනාශය ,කාලකන්නියා අහිංසක ජිවිත නැති උනා නිසා  හිනා වෙනවා වගේ සක්කිලි වැඩ පකෝමේ.තොපිට අපි බය නෑ පුලුවන් දෙයක් කරපන් අපිට මෙහෙම ලියනවට.තෝ ආචාර්ය පට්ටම ගත්තේ කොහෙන්ද කියපන් මුලින්	OFF	{'තොපේ', 'කාලකන්නියා', 'තො', 'තෝ', 'කාලකන්නි', 'තොපිට', 'සක්කිලි', 'පකෝමේ'}
